,Dataset,N,Omega,D
0,videogames,8381,0.02,1113.0
0,videogames,8401,0.08,1113.0
0,videogames,8421,0.08,1114.0
0,videogames,8441,0.08,1116.0
0,videogames,8461,0.1,1117.0
0,videogames,8481,0.06,1120.0
0,videogames,8501,0.1,1121.0
0,videogames,8521,0.1,1123.0
0,videogames,8541,0.08,1125.0
0,videogames,8561,0.04,1127.0
0,videogames,8581,0.02,1128.0
0,videogames,8601,0.04,1129.0
0,videogames,8621,0.06,1129.0
0,videogames,8641,0.06,1130.0
0,videogames,8661,0.06,1131.0
0,videogames,8681,0.08,1133.0
0,videogames,8701,0.1,1134.0
0,videogames,8721,0.08,1136.0
0,videogames,8741,0.08,1137.0
0,videogames,8761,0.06,1140.0
0,videogames,8781,0.06,1140.0
0,videogames,8801,0.02,1143.0
0,videogames,8821,0.04,1143.0
0,videogames,8841,0.06,1144.0
0,videogames,8861,0.06,1144.0
0,videogames,8881,0.04,1146.0
0,videogames,8901,0.04,1147.0
0,videogames,8921,0.04,1148.0
0,videogames,8941,0.08,1148.0
0,videogames,8961,0.04,1150.0
0,videogames,8981,0.02,1152.0
0,videogames,9001,0.04,1152.0
0,videogames,9021,0.08,1152.0
0,videogames,9041,0.08,1154.0
0,videogames,9061,0.08,1155.0
0,videogames,9081,0.04,1157.0
0,videogames,9101,0.1,1158.0
0,videogames,9121,0.1,1159.0
0,videogames,9141,0.04,1162.0
0,videogames,9161,0.04,1163.0
0,videogames,9181,0.04,1164.0
0,videogames,9201,0.04,1165.0
0,videogames,9241,0.02,1166.0
0,videogames,9261,0.06,1166.0
0,videogames,9281,0.04,1167.0
0,videogames,9341,0.02,1169.0
0,videogames,9361,0.02,1169.0
0,videogames,9401,0.04,1170.0
0,videogames,9421,0.08,1170.0
0,videogames,9441,0.1,1170.0
0,videogames,9461,0.04,1173.0
0,videogames,9481,0.04,1174.0
0,videogames,9501,0.04,1175.0
0,videogames,9521,0.08,1176.0
0,videogames,9541,0.12,1177.0
0,videogames,9561,0.12,1178.0
0,videogames,9581,0.1,1181.0
0,videogames,9601,0.14,1183.0
0,videogames,9621,0.12,1185.0
0,videogames,9641,0.1,1187.0
0,videogames,9661,0.08,1190.0
0,videogames,9681,0.1,1191.0
0,videogames,9701,0.14,1194.0
0,videogames,9721,0.16,1195.0
0,videogames,9741,0.12,1198.0
0,videogames,9761,0.02,1203.0
0,videogames,9781,0.04,1203.0
0,videogames,9801,0.06,1204.0
0,videogames,9821,0.08,1205.0
0,videogames,9841,0.06,1207.0
0,videogames,9861,0.08,1209.0
0,videogames,9881,0.08,1210.0
0,videogames,9901,0.04,1212.0
0,videogames,9921,0.02,1213.0
0,videogames,9941,0.04,1214.0
0,videogames,9961,0.06,1214.0
0,videogames,9981,0.02,1216.0
0,videogames,10001,0.04,1217.0
0,videogames,10021,0.1,1217.0
0,videogames,10041,0.16,1217.0
0,videogames,10061,0.12,1221.0
0,videogames,10081,0.12,1222.0
0,videogames,10101,0.12,1226.0
0,videogames,10121,0.1,1228.0
0,videogames,10141,0.04,1231.0
0,videogames,10181,0.02,1233.0
0,videogames,10201,0.06,1233.0
0,videogames,10221,0.08,1233.0
0,videogames,10241,0.06,1235.0
0,videogames,10261,0.08,1236.0
0,videogames,10281,0.1,1238.0
0,videogames,10301,0.12,1238.0
0,videogames,10321,0.08,1242.0
0,videogames,10341,0.04,1243.0
0,videogames,10361,0.02,1244.0
0,videogames,10381,0.02,1245.0
0,videogames,10401,0.04,1245.0
0,videogames,10421,0.02,1246.0
0,videogames,10481,0.02,1247.0
0,videogames,10501,0.02,1247.0
0,videogames,10521,0.02,1247.0
0,videogames,10561,0.02,1248.0
0,videogames,10581,0.02,1248.0
0,videogames,10601,0.02,1249.0
0,videogames,10621,0.02,1249.0
0,videogames,10641,0.06,1250.0
0,videogames,10661,0.1,1250.0
0,videogames,10681,0.06,1253.0
0,videogames,10701,0.06,1253.0
0,videogames,10721,0.04,1255.0
0,videogames,10741,0.04,1256.0
0,videogames,10761,0.04,1256.0
0,videogames,10781,0.02,1258.0
0,videogames,10801,0.02,1258.0
0,videogames,10821,0.08,1259.0
0,videogames,10841,0.08,1259.0
0,videogames,10861,0.02,1262.0
0,videogames,10881,0.06,1263.0
0,videogames,10901,0.1,1263.0
0,videogames,10921,0.1,1265.0
0,videogames,10941,0.04,1268.0
0,videogames,10961,0.08,1268.0
0,videogames,10981,0.04,1270.0
0,videogames,11001,0.04,1271.0
0,videogames,11021,0.02,1272.0
0,videogames,11041,0.04,1273.0
0,videogames,11061,0.06,1273.0
0,videogames,11081,0.14,1274.0
0,videogames,11101,0.16,1275.0
0,videogames,11121,0.1,1279.0
0,videogames,11141,0.04,1281.0
0,videogames,11161,0.02,1283.0
0,videogames,11181,0.02,1283.0
0,videogames,11221,0.04,1284.0
0,videogames,11241,0.1,1284.0
0,videogames,11261,0.14,1284.0
0,videogames,11281,0.06,1288.0
0,videogames,11301,0.1,1290.0
0,videogames,11321,0.1,1291.0
0,videogames,11341,0.08,1293.0
0,videogames,11361,0.1,1295.0
0,videogames,11381,0.14,1297.0
0,videogames,11401,0.06,1300.0
0,videogames,11421,0.1,1301.0
0,apps2,1,1.0,1.0
0,apps2,21,0.92,17.0
0,apps2,41,0.8,32.0
0,apps2,61,0.66,42.0
0,apps2,81,0.64,52.0
0,apps2,101,0.66,64.0
0,apps2,121,0.64,71.0
0,apps2,141,0.56,85.0
0,apps2,161,0.52,95.0
0,apps2,181,0.5,104.0
0,apps2,201,0.54,112.0
0,apps2,221,0.44,121.0
0,apps2,241,0.44,128.0
0,apps2,261,0.34,137.0
0,apps2,281,0.38,145.0
0,apps2,301,0.4,152.0
0,apps2,321,0.38,158.0
0,apps2,341,0.2,168.0
0,apps2,361,0.2,175.0
0,apps2,381,0.34,176.0
0,apps2,401,0.38,182.0
0,apps2,421,0.5,185.0
0,apps2,441,0.34,195.0
0,apps2,461,0.26,202.0
0,apps2,481,0.32,209.0
0,apps2,501,0.24,215.0
0,apps2,521,0.32,220.0
0,apps2,541,0.32,226.0
0,apps2,561,0.38,229.0
0,apps2,581,0.3,237.0
0,apps2,601,0.26,244.0
0,apps2,621,0.22,250.0
0,apps2,641,0.2,255.0
0,apps2,661,0.22,260.0
0,apps2,681,0.32,263.0
0,apps2,701,0.32,270.0
0,apps2,721,0.36,275.0
0,apps2,741,0.28,282.0
0,apps2,761,0.24,289.0
0,apps2,781,0.26,296.0
0,apps2,801,0.26,299.0
0,apps2,821,0.24,306.0
0,apps2,841,0.22,310.0
0,apps2,861,0.2,315.0
0,apps2,881,0.24,319.0
0,apps2,901,0.24,322.0
0,apps2,921,0.28,327.0
0,apps2,941,0.22,333.0
0,apps2,961,0.26,338.0
0,apps2,981,0.26,341.0
0,apps2,1001,0.18,347.0
0,apps2,1021,0.24,351.0
0,apps2,1041,0.22,355.0
0,apps2,1061,0.18,359.0
0,apps2,1081,0.14,363.0
0,apps2,1101,0.14,367.0
0,apps2,1121,0.2,368.0
0,apps2,1141,0.22,373.0
0,apps2,1161,0.28,378.0
0,apps2,1181,0.3,381.0
0,apps2,1201,0.18,388.0
0,apps2,1221,0.14,391.0
0,apps2,1241,0.14,392.0
0,apps2,1261,0.08,396.0
0,apps2,1281,0.06,398.0
0,apps2,1301,0.06,400.0
0,apps2,1321,0.12,400.0
0,apps2,1341,0.12,401.0
0,apps2,1361,0.12,406.0
0,apps2,1381,0.16,406.0
0,apps2,1401,0.08,411.0
0,apps2,1421,0.14,412.0
0,apps2,1441,0.14,415.0
0,apps2,1461,0.16,418.0
0,apps2,1481,0.12,421.0
0,apps2,1501,0.1,425.0
0,apps2,1521,0.08,426.0
0,apps2,1541,0.08,430.0
0,apps2,1561,0.16,430.0
0,apps2,1581,0.2,430.0
0,apps2,1601,0.18,436.0
0,apps2,1621,0.24,438.0
0,apps2,1641,0.28,442.0
0,apps2,1661,0.24,448.0
0,apps2,1681,0.14,453.0
0,apps2,1701,0.08,458.0
0,apps2,1721,0.12,460.0
0,apps2,1741,0.14,461.0
0,apps2,1761,0.12,464.0
0,apps2,1781,0.14,468.0
0,apps2,1801,0.22,468.0
0,apps2,1821,0.12,472.0
0,apps2,1841,0.1,476.0
0,apps2,1861,0.14,478.0
0,apps2,1881,0.14,480.0
0,apps2,1901,0.18,483.0
0,apps2,1921,0.1,486.0
0,apps2,1941,0.18,488.0
0,apps2,1961,0.16,491.0
0,apps2,1981,0.14,494.0
0,apps2,2001,0.16,497.0
0,apps2,2021,0.18,501.0
0,apps2,2041,0.14,503.0
0,apps2,2061,0.12,506.0
0,apps2,2081,0.06,510.0
0,apps2,2101,0.12,510.0
0,apps2,2121,0.08,513.0
0,apps2,2141,0.1,515.0
0,apps2,2161,0.1,517.0
0,apps2,2181,0.16,518.0
0,apps2,2201,0.16,521.0
0,apps2,2221,0.14,525.0
0,apps2,2241,0.16,529.0
0,apps2,2261,0.16,531.0
0,apps2,2281,0.16,536.0
0,apps2,2301,0.18,538.0
0,apps2,2321,0.18,542.0
0,apps2,2341,0.2,545.0
0,apps2,2361,0.16,549.0
0,apps2,2381,0.18,553.0
0,apps2,2401,0.16,555.0
0,apps2,2421,0.2,559.0
0,apps2,2441,0.12,563.0
0,apps2,2461,0.1,566.0
0,apps2,2481,0.1,568.0
0,apps2,2501,0.12,569.0
0,apps2,2521,0.12,571.0
0,apps2,2541,0.06,574.0
0,apps2,2561,0.08,575.0
0,apps2,2581,0.08,576.0
0,apps2,2601,0.06,579.0
0,apps2,2621,0.08,580.0
0,apps2,2641,0.06,582.0
0,apps2,2661,0.12,583.0
0,apps2,2681,0.16,584.0
0,apps2,2701,0.22,586.0
0,apps2,2721,0.2,588.0
0,apps2,2741,0.12,593.0
0,apps2,2761,0.06,596.0
0,apps2,2781,0.08,597.0
0,apps2,2801,0.1,599.0
0,apps2,2821,0.12,601.0
0,apps2,2841,0.14,603.0
0,apps2,2861,0.08,606.0
0,apps2,2881,0.04,610.0
0,apps2,2901,0.08,610.0
0,apps2,2921,0.16,612.0
0,apps2,2941,0.14,613.0
0,apps2,2961,0.08,617.0
0,apps2,2981,0.1,619.0
0,apps2,3001,0.14,619.0
0,apps2,3021,0.14,623.0
0,apps2,3041,0.14,625.0
0,apps2,3061,0.14,628.0
0,apps2,3081,0.12,631.0
0,apps2,3101,0.08,633.0
0,apps2,3121,0.06,636.0
0,apps2,3141,0.06,637.0
0,apps2,3161,0.08,638.0
0,apps2,3181,0.06,639.0
0,apps2,3201,0.08,641.0
0,apps2,3221,0.1,642.0
0,apps2,3241,0.12,644.0
0,apps2,3261,0.22,645.0
0,apps2,3281,0.16,648.0
0,apps2,3301,0.1,654.0
0,apps2,3321,0.08,656.0
0,apps2,3341,0.08,657.0
0,apps2,3361,0.08,660.0
0,apps2,3381,0.1,660.0
0,apps2,3401,0.08,662.0
0,apps2,3421,0.08,664.0
0,apps2,3441,0.06,666.0
0,apps2,3461,0.08,666.0
0,apps2,3481,0.04,668.0
0,apps2,3501,0.06,670.0
0,apps2,3521,0.1,670.0
0,apps2,3541,0.12,670.0
0,apps2,3561,0.1,675.0
0,apps2,3581,0.22,675.0
0,apps2,3601,0.24,677.0
0,apps2,3621,0.18,683.0
0,apps2,3641,0.14,687.0
0,apps2,3661,0.14,692.0
0,apps2,3681,0.18,692.0
0,apps2,3701,0.18,695.0
0,apps2,3721,0.12,700.0
0,apps2,3741,0.12,703.0
0,apps2,3761,0.06,705.0
0,apps2,3781,0.06,706.0
0,apps2,3801,0.1,708.0
0,apps2,3821,0.14,708.0
0,apps2,3841,0.12,710.0
0,apps2,3861,0.12,714.0
0,apps2,3881,0.12,715.0
0,apps2,3901,0.14,719.0
0,apps2,3921,0.14,721.0
0,apps2,3941,0.2,721.0
0,apps2,3961,0.14,726.0
0,apps2,3981,0.16,728.0
0,apps2,4001,0.1,732.0
0,apps2,4021,0.12,733.0
0,apps2,4041,0.08,736.0
0,apps2,4061,0.16,737.0
0,apps2,4081,0.14,740.0
0,apps2,4101,0.1,744.0
0,apps2,4121,0.08,746.0
0,apps2,4141,0.1,748.0
0,apps2,4161,0.08,749.0
0,apps2,4181,0.06,750.0
0,apps2,4201,0.02,753.0
0,apps2,4221,0.04,753.0
0,apps2,4241,0.06,754.0
0,apps2,4261,0.1,755.0
0,apps2,4281,0.14,756.0
0,apps2,4301,0.12,759.0
0,apps2,4321,0.1,761.0
0,apps2,4341,0.12,764.0
0,apps2,4361,0.18,764.0
0,apps2,4381,0.1,768.0
0,apps2,4401,0.12,771.0
0,apps2,4421,0.1,773.0
0,apps2,4441,0.1,774.0
0,apps2,4461,0.1,776.0
0,apps2,4481,0.08,779.0
0,apps2,4501,0.1,780.0
0,apps2,4521,0.1,781.0
0,apps2,4541,0.12,784.0
0,apps2,4561,0.14,785.0
0,apps2,4581,0.14,788.0
0,apps2,4601,0.12,792.0
0,apps2,4621,0.14,793.0
0,apps2,4641,0.1,796.0
0,apps2,4661,0.08,799.0
0,apps2,4681,0.12,800.0
0,apps2,4701,0.06,803.0
0,apps2,4721,0.04,805.0
0,apps2,4741,0.08,806.0
0,apps2,4761,0.1,806.0
0,apps2,4781,0.1,809.0
0,apps2,4801,0.12,811.0
0,apps2,4821,0.18,811.0
0,apps2,4841,0.14,816.0
0,apps2,4861,0.08,819.0
0,apps2,4881,0.14,820.0
0,apps2,4901,0.12,823.0
0,apps2,4921,0.1,825.0
0,apps2,4941,0.06,829.0
0,apps2,4961,0.08,829.0
0,apps2,4981,0.06,831.0
0,apps2,5001,0.1,832.0
0,apps2,5021,0.08,834.0
0,apps2,5041,0.08,837.0
0,apps2,5061,0.12,838.0
0,apps2,5081,0.16,840.0
0,apps2,5101,0.08,843.0
0,apps2,5121,0.08,844.0
0,apps2,5141,0.02,846.0
0,apps2,5161,0.02,847.0
0,apps2,5181,0.02,847.0
0,apps2,5201,0.02,848.0
0,apps2,5221,0.04,848.0
0,apps2,5241,0.06,848.0
0,apps2,5261,0.02,850.0
0,apps2,5281,0.02,850.0
0,apps2,5301,0.06,851.0
0,apps2,5321,0.1,851.0
0,apps2,5341,0.08,852.0
0,apps2,5361,0.04,856.0
0,apps2,5381,0.06,856.0
0,apps2,5401,0.08,857.0
0,apps2,5421,0.08,858.0
0,apps2,5441,0.12,859.0
0,apps2,5461,0.1,862.0
0,apps2,5481,0.12,863.0
0,apps2,5501,0.08,867.0
0,apps2,5521,0.06,869.0
0,apps2,5541,0.08,869.0
0,apps2,5561,0.1,871.0
0,apps2,5581,0.1,872.0
0,apps2,5601,0.06,875.0
0,apps2,5621,0.06,876.0
0,apps2,5641,0.04,877.0
0,apps2,5661,0.04,878.0
0,apps2,5681,0.02,879.0
0,apps2,5701,0.04,879.0
0,apps2,5721,0.06,880.0
0,apps2,5741,0.08,881.0
0,apps2,5761,0.12,882.0
0,apps2,5781,0.1,884.0
0,apps2,5801,0.1,886.0
0,apps2,5821,0.06,889.0
0,apps2,5841,0.06,890.0
0,apps2,5861,0.04,892.0
0,apps2,5881,0.06,893.0
0,apps2,5901,0.06,893.0
0,apps2,5921,0.06,895.0
0,apps2,5941,0.1,895.0
0,apps2,5961,0.14,896.0
0,apps2,5981,0.12,899.0
0,apps2,6001,0.06,902.0
0,apps2,6021,0.08,904.0
0,apps2,6041,0.1,904.0
0,apps2,6061,0.06,907.0
0,apps2,6081,0.06,908.0
0,apps2,6101,0.02,910.0
0,apps2,6121,0.06,910.0
0,apps2,6141,0.04,911.0
0,apps2,6161,0.08,912.0
0,apps2,6181,0.1,913.0
0,apps2,6201,0.1,914.0
0,apps2,6221,0.06,916.0
0,apps2,6241,0.08,917.0
0,apps2,6261,0.14,918.0
0,apps2,6281,0.18,920.0
0,apps2,6301,0.14,923.0
0,apps2,6321,0.08,926.0
0,apps2,6341,0.04,930.0
0,apps2,6361,0.1,930.0
0,apps2,6381,0.12,932.0
0,apps2,6401,0.12,934.0
0,apps2,6421,0.1,936.0
0,apps2,6441,0.14,938.0
0,apps2,6461,0.14,939.0
0,apps2,6481,0.06,943.0
0,apps2,6561,0.02,946.0
0,apps2,6581,0.08,946.0
0,apps2,6601,0.08,946.0
0,apps2,6621,0.06,948.0
0,apps2,6641,0.08,950.0
0,apps2,6661,0.06,951.0
0,apps2,6681,0.08,952.0
0,apps2,6701,0.04,954.0
0,apps2,6721,0.02,955.0
0,apps2,6761,0.04,956.0
0,apps2,6781,0.04,956.0
0,apps2,6801,0.04,958.0
0,apps2,6821,0.04,958.0
0,apps2,6841,0.02,959.0
0,apps2,6881,0.02,960.0
0,apps2,6901,0.04,960.0
0,apps2,6921,0.04,961.0
0,apps2,6941,0.08,961.0
0,apps2,6961,0.08,962.0
0,apps2,6981,0.08,963.0
0,apps2,7001,0.04,966.0
0,apps2,7021,0.06,966.0
0,apps2,7041,0.04,967.0
0,apps2,7061,0.08,968.0
0,apps2,7081,0.08,969.0
0,apps2,7101,0.1,971.0
0,apps2,7121,0.08,972.0
0,apps2,7141,0.04,975.0
0,apps2,7161,0.02,976.0
0,apps2,7181,0.04,976.0
0,apps2,7201,0.06,977.0
0,apps2,7221,0.02,978.0
0,apps2,7241,0.06,979.0
0,apps2,7261,0.08,979.0
0,apps2,7281,0.1,980.0
0,apps2,7301,0.04,983.0
0,apps2,7321,0.04,984.0
0,apps2,7341,0.06,985.0
0,apps2,7361,0.04,986.0
0,apps2,7381,0.06,987.0
0,apps2,7401,0.08,988.0
0,apps2,7421,0.12,989.0
0,apps2,7441,0.1,992.0
0,apps2,7461,0.08,993.0
0,apps2,7481,0.04,996.0
0,apps2,7501,0.04,997.0
0,apps2,7521,0.06,997.0
0,apps2,7541,0.06,998.0
0,apps2,7561,0.04,999.0
0,apps2,7581,0.02,1000.0
0,apps2,7641,0.04,1001.0
0,apps2,7661,0.04,1001.0
0,apps2,7701,0.04,1003.0
0,apps2,7721,0.04,1003.0
0,apps2,7741,0.04,1004.0
0,apps2,7761,0.06,1005.0
0,apps2,7781,0.08,1006.0
0,apps2,7801,0.1,1007.0
0,apps2,7821,0.04,1009.0
0,apps2,7841,0.04,1009.0
0,apps2,7881,0.04,1011.0
0,apps2,7901,0.04,1011.0
0,apps2,7921,0.04,1011.0
0,apps2,7941,0.02,1013.0
0,apps2,7961,0.02,1013.0
0,apps2,7981,0.02,1014.0
0,apps2,8001,0.02,1014.0
0,apps2,8021,0.08,1014.0
0,apps2,8041,0.12,1015.0
0,apps2,8061,0.14,1016.0
0,apps2,8081,0.04,1021.0
0,apps2,8101,0.04,1022.0
0,apps2,8121,0.06,1023.0
0,apps2,8141,0.06,1024.0
0,apps2,8161,0.04,1026.0
0,apps2,8181,0.04,1026.0
0,apps2,8201,0.04,1027.0
0,apps2,8221,0.04,1028.0
0,apps2,8241,0.06,1028.0
0,apps2,8261,0.06,1030.0
0,apps2,8281,0.04,1031.0
0,apps2,8301,0.06,1032.0
0,apps2,8321,0.08,1033.0
0,apps2,8341,0.12,1033.0
0,apps2,8361,0.08,1036.0
0,apps2,8381,0.04,1038.0
0,apps2,8401,0.04,1039.0
0,apps2,8421,0.06,1040.0
0,apps2,8441,0.06,1041.0
0,apps2,8461,0.08,1041.0
0,apps2,8481,0.02,1044.0
0,apps2,8501,0.06,1044.0
0,apps2,8521,0.1,1045.0
0,apps2,8541,0.1,1046.0
0,apps2,8561,0.08,1047.0
0,apps2,8581,0.04,1050.0
0,apps2,8601,0.04,1050.0
0,apps2,8621,0.08,1051.0
0,apps2,8641,0.12,1052.0
0,apps2,8661,0.1,1054.0
0,apps2,8681,0.1,1055.0
0,apps2,8701,0.06,1058.0
0,apps2,8721,0.04,1059.0
0,apps2,8741,0.04,1060.0
0,apps2,8761,0.02,1061.0
0,apps2,8781,0.02,1061.0
0,apps2,8821,0.02,1062.0
0,apps2,8841,0.06,1062.0
0,apps2,8861,0.06,1062.0
0,apps2,8881,0.08,1064.0
0,apps2,8901,0.1,1065.0
0,apps2,8921,0.04,1068.0
0,apps2,8941,0.04,1069.0
0,apps2,9041,0.04,1070.0
0,apps2,9061,0.04,1070.0
0,apps2,9081,0.04,1071.0
0,apps2,9101,0.04,1072.0
0,apps2,9121,0.08,1072.0
0,apps2,9141,0.08,1073.0
0,apps2,9161,0.06,1075.0
0,apps2,9181,0.02,1077.0
0,apps2,9201,0.02,1078.0
0,apps2,9221,0.04,1078.0
0,apps2,9241,0.04,1079.0
0,apps2,9261,0.04,1079.0
0,apps2,9281,0.02,1081.0
0,apps2,9301,0.06,1081.0
0,apps2,9321,0.08,1081.0
0,apps2,9341,0.04,1083.0
0,apps2,9361,0.02,1085.0
0,apps2,9381,0.06,1085.0
0,apps2,9401,0.08,1086.0
0,apps2,9421,0.04,1088.0
0,apps2,9441,0.06,1089.0
0,apps2,9461,0.04,1090.0
0,apps2,9481,0.06,1090.0
0,apps2,9501,0.02,1092.0
0,apps2,9561,0.04,1093.0
0,apps2,9581,0.04,1093.0
0,apps2,9601,0.04,1093.0
0,apps2,9641,0.02,1095.0
0,apps2,9661,0.08,1095.0
0,apps2,9681,0.08,1096.0
0,apps2,9701,0.06,1098.0
0,apps2,9721,0.1,1099.0
0,apps2,9741,0.08,1101.0
0,apps2,9761,0.04,1102.0
0,apps2,9921,0.02,1104.0
0,apps2,9941,0.08,1104.0
0,apps2,9961,0.08,1105.0
0,apps2,9981,0.06,1107.0
0,apps2,10001,0.06,1109.0
0,apps2,10021,0.06,1110.0
0,apps2,10041,0.12,1110.0
0,apps2,10061,0.06,1113.0
0,apps2,10081,0.02,1116.0
0,apps2,10101,0.02,1116.0
0,apps2,10121,0.02,1117.0
0,apps2,10141,0.02,1117.0
0,apps2,10161,0.02,1118.0
0,apps2,10181,0.02,1118.0
0,apps2,10201,0.04,1119.0
0,apps2,10221,0.02,1119.0
0,apps2,10241,0.02,1119.0
0,apps2,10301,0.04,1120.0
0,apps2,10321,0.04,1120.0
0,apps2,10341,0.02,1121.0
0,apps2,10361,0.04,1122.0
0,apps2,10381,0.08,1122.0
0,apps2,10401,0.06,1124.0
0,apps2,10421,0.06,1126.0
0,apps2,10441,0.04,1127.0
0,apps2,10461,0.04,1128.0
0,apps2,10481,0.06,1129.0
0,apps2,10501,0.08,1130.0
0,apps2,10521,0.06,1131.0
0,apps2,10541,0.1,1132.0
0,apps2,10561,0.08,1134.0
0,apps2,10581,0.08,1136.0
0,apps2,10601,0.06,1138.0
0,apps2,10621,0.1,1139.0
0,apps2,10641,0.08,1141.0
0,apps2,10661,0.04,1144.0
0,apps2,10681,0.02,1145.0
0,apps2,10701,0.02,1145.0
0,apps2,10721,0.04,1145.0
0,apps2,10741,0.04,1146.0
0,apps2,10761,0.02,1147.0
0,apps2,10781,0.02,1148.0
0,apps2,10801,0.08,1148.0
0,apps2,10821,0.08,1149.0
0,apps2,10841,0.08,1150.0
0,apps2,10861,0.04,1152.0
0,apps2,10881,0.02,1154.0
0,apps2,10901,0.06,1154.0
0,apps2,10921,0.1,1155.0
0,apps2,10941,0.04,1157.0
0,apps2,10961,0.06,1157.0
0,apps2,10981,0.04,1158.0
0,apps2,11001,0.1,1159.0
0,apps2,11021,0.08,1160.0
0,apps2,11041,0.06,1163.0
0,apps2,11061,0.06,1164.0
0,apps2,11081,0.06,1164.0
0,apps2,11101,0.06,1166.0
0,apps2,11121,0.06,1167.0
0,apps2,11141,0.02,1169.0
0,apps2,11181,0.06,1170.0
0,apps2,11201,0.1,1170.0
0,apps2,11221,0.1,1171.0
0,apps2,11241,0.02,1175.0
0,apps2,11321,0.02,1176.0
0,apps2,11341,0.02,1176.0
0,apps2,11361,0.04,1176.0
0,apps2,11381,0.02,1177.0
0,apps2,11401,0.04,1177.0
0,apps2,11421,0.04,1178.0
0,apps2,11441,0.04,1179.0
0,apps2,11461,0.02,1180.0
0,apps2,11481,0.04,1180.0
0,apps2,11501,0.04,1181.0
0,apps2,11521,0.06,1182.0
0,apps2,11541,0.04,1182.0
0,apps2,11621,0.02,1184.0
0,apps2,11641,0.02,1184.0
0,apps2,11701,0.02,1185.0
0,apps2,11721,0.04,1185.0
0,apps2,11741,0.02,1186.0
0,apps2,11761,0.04,1186.0
0,apps2,11781,0.06,1187.0
0,apps2,11801,0.04,1188.0
0,apps2,11821,0.04,1189.0
0,apps2,11841,0.06,1190.0
0,apps2,11861,0.08,1190.0
0,apps2,11881,0.04,1192.0
0,apps2,11901,0.06,1193.0
0,apps2,11921,0.04,1194.0
0,apps2,11941,0.04,1195.0
0,apps2,11961,0.02,1196.0
0,apps2,11981,0.02,1197.0
0,apps2,12001,0.04,1197.0
0,apps2,12021,0.04,1197.0
0,apps2,12061,0.02,1199.0
0,apps2,12081,0.02,1199.0
0,apps2,12101,0.06,1200.0
0,apps2,12121,0.06,1200.0
0,apps2,12141,0.06,1202.0
0,apps2,12161,0.1,1203.0
0,apps2,12181,0.08,1205.0
0,apps2,12201,0.06,1207.0
0,apps2,12221,0.06,1208.0
0,apps2,12241,0.04,1209.0
0,apps2,12261,0.04,1210.0
0,apps2,12281,0.06,1211.0
0,apps2,12301,0.08,1212.0
0,apps2,12321,0.06,1213.0
0,apps2,12361,0.06,1216.0
0,apps2,12381,0.06,1216.0
0,apps2,12401,0.08,1217.0
0,apps2,12421,0.04,1219.0
0,apps2,12441,0.08,1219.0
0,apps2,12461,0.04,1220.0
0,apps2,12501,0.04,1222.0
0,apps2,12521,0.06,1222.0
0,apps2,12541,0.06,1223.0
0,apps2,12561,0.02,1225.0
0,apps2,12581,0.08,1225.0
0,apps2,12601,0.08,1226.0
0,apps2,12621,0.04,1228.0
0,apps2,12641,0.06,1229.0
0,apps2,12661,0.08,1230.0
0,apps2,12681,0.08,1230.0
0,apps2,12701,0.02,1233.0
0,apps2,12721,0.02,1234.0
0,apps2,12741,0.02,1234.0
0,apps2,12761,0.08,1234.0
0,apps2,12781,0.06,1235.0
0,apps2,12801,0.04,1237.0
0,apps2,12821,0.06,1238.0
0,apps2,12841,0.04,1239.0
0,apps2,12861,0.06,1240.0
0,apps2,12881,0.04,1241.0
0,apps2,12901,0.02,1242.0
0,apps2,12921,0.04,1243.0
0,apps2,12941,0.04,1243.0
0,apps2,12961,0.02,1244.0
0,apps2,12981,0.04,1245.0
0,apps2,13001,0.04,1245.0
0,apps2,13021,0.04,1245.0
0,apps2,13041,0.02,1247.0
0,apps2,13061,0.02,1247.0
0,apps2,13081,0.04,1247.0
0,apps2,13101,0.02,1248.0
0,apps2,13161,0.02,1249.0
0,apps2,13181,0.02,1249.0
0,apps2,13201,0.08,1249.0
0,apps2,13221,0.1,1250.0
0,apps2,13241,0.08,1251.0
0,apps2,13261,0.04,1254.0
0,apps2,13281,0.02,1255.0
0,apps2,13321,0.02,1256.0
0,apps2,13341,0.02,1256.0
0,apps2,13361,0.06,1256.0
0,apps2,13381,0.04,1257.0
0,apps2,13401,0.08,1257.0
0,apps2,13421,0.04,1259.0
0,apps2,13441,0.02,1261.0
0,apps2,13461,0.02,1261.0
0,apps2,13481,0.04,1262.0
0,apps2,13501,0.04,1262.0
0,apps2,13521,0.04,1263.0
0,apps2,13541,0.06,1264.0
0,apps2,13561,0.06,1265.0
0,apps2,13581,0.06,1267.0
0,apps2,13601,0.02,1268.0
0,apps2,13621,0.02,1269.0
0,apps2,13641,0.04,1269.0
0,apps2,13661,0.04,1269.0
0,apps2,13681,0.04,1271.0
0,apps2,13701,0.04,1271.0
0,apps2,13721,0.02,1272.0
0,apps2,13741,0.04,1273.0
0,apps2,13761,0.04,1273.0
0,apps2,13781,0.06,1275.0
0,apps2,13801,0.08,1275.0
0,apps2,13821,0.08,1277.0
0,apps2,13841,0.1,1278.0
0,apps2,13861,0.06,1280.0
0,apps2,13881,0.02,1282.0
0,apps2,13901,0.02,1283.0
0,apps2,13921,0.02,1283.0
